Sales_Date,Product_ID,Product_Name,Price,Cost,Sales_Quantity,Initial_Stock,End_Stock
03/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,983
03/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,991
03/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,993
03/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,987
03/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,994
04/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
04/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,997,992
04/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,993,977
04/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,982,969
04/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,996,989
04/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,983,983
04/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,991,977
04/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,993,993
04/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,987,969
04/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,994,980
05/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
05/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,992,985
05/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,977,959
05/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,969,956
05/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,989,988
05/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,983,977
05/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,977,959
05/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,993,988
05/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,969,949
05/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,980,975
06/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
06/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,985,978
06/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,959,945
06/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,956,950
06/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,988,986
06/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,977,963
06/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,959,940
06/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,988,988
06/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,949,931
06/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,975,956
07/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
07/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,978,978
07/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,945,944
07/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,950,947
07/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,986,980
07/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,963,960
07/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,940,940
07/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,988,979
07/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,931,926
07/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,956,952
08/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
08/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,978,966
08/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,944,925
08/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,947,947
08/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,980,971
08/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,960,948
08/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,940,937
08/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,979,965
08/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,926,921
08/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,952,945
09/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
09/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,966,955
09/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,925,907
09/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,947,933
09/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,971,967
09/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,948,930
09/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,937,936
09/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,965,962
09/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,921,918
09/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,945,942
10/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
10/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,990
10/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,995
10/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,996
10/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,990
10/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,995
10/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,993
10/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,993
10/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,981
10/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,986
11/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
11/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,990,978
11/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,995,981
11/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,996,986
11/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,990,977
11/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,995,995
11/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,993,976
11/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,993,986
11/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,981,970
11/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,986,976
12/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
12/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,978,963
12/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,981,974
12/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,986,975
12/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,977,966
12/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,995,991
12/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,976,972
12/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,986,977
12/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,970,967
12/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,976,960
13/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
13/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,963,956
13/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,974,961
13/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,975,957
13/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,966,958
13/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,991,991
13/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,972,962
13/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,977,973
13/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,967,954
13/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,960,940
14/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
14/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,956,938
14/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,961,947
14/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,957,954
14/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,958,945
14/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,991,971
14/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,962,948
14/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,973,965
14/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,954,954
14/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,940,920
15/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
15/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,938,918
15/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,947,937
15/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,954,945
15/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,945,937
15/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,971,952
15/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,948,946
15/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,965,960
15/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,954,935
15/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,920,919
16/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
16/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,918,902
16/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,937,931
16/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,945,928
16/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,937,931
16/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,952,934
16/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,946,935
16/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,960,941
16/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,935,934
16/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,919,914
17/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
17/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,990
17/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,994
17/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,1000
17/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,980
17/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,984
17/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,980
17/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,984
17/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,984
17/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,981
18/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
18/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,990,983
18/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,994,982
18/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,984
18/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,980,972
18/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,984,984
18/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,980,974
18/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,984,966
18/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,984,965
18/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,981,963
19/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
19/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,983,976
19/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,982,969
19/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,984,972
19/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,972,956
19/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,984,984
19/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,974,957
19/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,966,948
19/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,965,950
19/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,963,949
20/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
20/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,976,959
20/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,969,969
20/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,972,971
20/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,956,939
20/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,984,981
20/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,957,939
20/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,948,941
20/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,950,934
20/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,949,943
21/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
21/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,959,941
21/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,969,952
21/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,971,962
21/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,939,937
21/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,981,981
21/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,939,938
21/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,941,935
21/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,934,925
21/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,943,936
22/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
22/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,941,927
22/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,952,952
22/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,962,960
22/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,937,937
22/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,981,963
22/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,938,936
22/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,935,921
22/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,925,918
22/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,936,929
23/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
23/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,927,914
23/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,952,933
23/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,960,958
23/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,937,936
23/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,963,960
23/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,936,921
23/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,921,917
23/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,918,905
23/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,929,909
24/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
24/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,994
24/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,980
24/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,985
24/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,987
24/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,1000
24/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,994
24/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,982
24/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,983
24/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,985
25/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
25/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,994,993
25/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,980,961
25/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,985,982
25/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,987,969
25/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,996
25/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,994,980
25/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,982,972
25/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,983,966
25/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,985,976
26/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
26/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,993,974
26/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,961,953
26/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,982,980
26/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,969,968
26/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,996,991
26/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,980,976
26/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,972,971
26/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,966,955
26/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,976,956
27/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
27/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,974,963
27/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,953,937
27/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,980,978
27/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,968,957
27/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,991,978
27/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,976,967
27/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,971,954
27/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,955,936
27/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,956,938
28/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
28/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,963,956
28/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,937,929
28/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,978,965
28/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,957,941
28/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,978,972
28/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,967,955
28/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,954,944
28/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,936,928
28/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,938,925
29/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
29/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,956,952
29/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,929,909
29/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,965,953
29/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,941,938
29/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,972,955
29/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,955,950
29/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,944,935
29/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,928,927
29/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,925,922
30/04/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
30/04/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,952,936
30/04/2023,P0063,Modern Baju Kurung,120.63,154.65,9,909,889
30/04/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,953,948
30/04/2023,P0066,Batik Maxi Dress,117.26,210.21,9,938,930
30/04/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,955,944
30/04/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,950,945
30/04/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,935,926
30/04/2023,P0081,Casual Baju Kurung,325.12,298.43,9,927,926
30/04/2023,P0091,Kurta with Batik Print,268.96,142.99,9,922,902
01/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
01/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,989
01/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,991
01/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,993
01/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,995
01/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,994
01/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,980
01/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,988
01/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,999
01/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,984
02/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
02/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,989,979
02/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,991,988
02/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,993,980
02/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,995,975
02/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,994,974
02/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,980,962
02/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,988,970
02/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,999,998
02/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,984,964
03/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
03/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,979,976
03/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,988,986
03/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,980,973
03/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,975,965
03/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,974,967
03/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,962,956
03/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,970,969
03/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,998,988
03/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,964,950
04/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
04/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,976,962
04/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,986,967
04/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,973,973
04/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,965,961
04/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,967,965
04/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,956,938
04/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,969,959
04/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,988,985
04/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,950,934
05/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
05/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,962,954
05/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,967,959
05/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,973,963
05/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,961,949
05/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,965,957
05/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,938,918
05/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,959,952
05/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,985,984
05/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,934,918
06/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
06/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,954,945
06/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,959,942
06/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,963,953
06/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,949,949
06/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,957,955
06/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,918,916
06/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,952,948
06/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,984,977
06/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,918,907
07/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
07/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,945,944
07/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,942,931
07/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,953,935
07/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,949,938
07/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,955,951
07/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,916,898
07/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,948,932
07/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,977,972
07/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,907,891
08/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
08/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,989
08/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,980
08/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,984
08/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,991
08/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,993
08/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,982
08/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,984
08/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,986
08/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,996
09/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
09/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,989,972
09/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,980,968
09/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,984,979
09/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,991,976
09/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,993,985
09/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,982,968
09/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,984,970
09/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,986,979
09/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,996,987
10/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
10/05/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,972,952
10/05/2023,P0063,Modern Baju Kurung,120.63,154.65,9,968,948
10/05/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,979,973
10/05/2023,P0066,Batik Maxi Dress,117.26,210.21,9,976,961
10/05/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,985,971
10/05/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,968,955
10/05/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,970,964
10/05/2023,P0081,Casual Baju Kurung,325.12,298.43,9,979,963
10/05/2023,P0091,Kurta with Batik Print,268.96,142.99,9,987,979
11/05/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
